Symbol,Name,MarketCap,Sector,Industry
TYHT,"Shineco, Inc.",80350155,Consumer Non-Durables,Farming/Seeds/Milling
SHPG,Shire plc,15176599563,Health Care,Major Pharmaceuticals
SCVL,"Shoe Carnival, Inc.",467376922,Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,215301549,Finance,Major Banks
SHOR,"ShoreTel, Inc.",426219381,Public Utilities,Telecommunications Equipment
SFLY,"Shutterfly, Inc.",1562059088,Miscellaneous,Other Consumer Services
SIFI,"SI Financial Group, Inc.",180709539,Finance,Savings Institutions
SIEB,Siebert Financial Corp.,58314886,Finance,Investment Bankers/Brokers/Service
SIEN,"Sientra, Inc.",173484418,Health Care,Industrial Specialties
BSRR,Sierra Bancorp,386571087,Finance,Major Banks
SRRA,"Sierra Oncology, Inc.",45246709,Health Care,Major Pharmaceuticals
SWIR,"Sierra Wireless, Inc.",917566848,Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,22211088,Technology,"Computer Software: Programming, Data Processing"
SIGM,"Sigma Designs, Inc.",221256108,Technology,Semiconductors
SGLB,"Sigma Labs, Inc.",10968262,Consumer Durables,Miscellaneous manufacturing industries
SGLBW,"Sigma Labs, Inc.",0,Consumer Durables,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",16956593,Technology,Electrical Products
SBNY,Signature Bank,8859953981,Finance,Major Banks
SBNYW,Signature Bank,0,Finance,Major Banks
SLGN,Silgan Holdings Inc.,3325089943,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,283797729,Technology,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",2888370039,Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,1441660586,Technology,Semiconductors
SPIL,"Siliconware Precision Industries Company, Ltd.",294710458,Technology,Semiconductors
SSRI,Silver Standard Resources Inc.,1256222519,Basic Industries,Precious Metals
SAMG,Silvercrest Asset Management Group Inc.,177931875,Finance,Investment Managers
SFNC,Simmons First National Corporation,1868375904,Finance,Major Banks
SLP,"Simulations Plus, Inc.",170584900,Technology,EDP Services
SINA,Sina Corporation,4907103261,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",3731033079,Consumer Services,Broadcasting
SINO,"Sino-Global Shipping America, Ltd.",23850395,Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",331196185,Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc.,24070893684,Consumer Services,Broadcasting
SITO,"SITO Mobile, Ltd.",41155284,Miscellaneous,Business Services
SKYS,"Sky Solar Holdings, Ltd.",27500761,Public Utilities,Electric Utilities: Central
SKLN,Skyline Medical Inc.,13702309,Health Care,Industrial Specialties
SPU,"SkyPeople Fruit Juice, Inc.",20427283,Consumer Non-Durables,Packaged Foods
SKYW,"SkyWest, Inc.",1861261743,Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",17552450352,Technology,Semiconductors
SLM,SLM Corporation,5129903746,Finance,Finance: Consumer Services
SLMAP,SLM Corporation,169125000,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,258000000,Finance,Finance: Consumer Services
SND,"Smart Sand, Inc.",664975570,n/a,n/a
SMBK,"SmartFinancial, Inc.",170449457,Finance,Major Banks
SMSI,"Smith Micro Software, Inc.",15405520,Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,23279354,Technology,Electrical Products
LNCE,"Snyder&#39;s-Lance, Inc.",3834258270,Consumer Non-Durables,Specialty Foods
SRAX,"Social Reality, Inc.",18580279,Technology,Advertising
SCKT,"Socket Mobile, Inc.",26331627,Technology,Computer Manufacturing
SODA,SodaStream International Ltd.,1025660086,Consumer Durables,Consumer Electronics/Appliances
SOHU,Sohu.com Inc.,1582029619,Technology,EDP Services
SLRC,Solar Capital Ltd.,934537373,n/a,n/a
SUNS,Solar Senior Capital Ltd.,278699444,n/a,n/a
SEDG,"SolarEdge Technologies, Inc.",596292616,Technology,Semiconductors
SNGX,"Soligenix, Inc.",11415713,Health Care,Major Pharmaceuticals
SNGXW,"Soligenix, Inc.",0,Health Care,Major Pharmaceuticals
SONC,Sonic Corp.,1105835392,Consumer Services,Restaurants
SOFO,"Sonic Foundry, Inc.",21949622,Technology,Radio And Television Broadcasting And Communications Equipment
SNOA,"Sonoma Pharmaceuticals, Inc.",28560452,Health Care,Major Pharmaceuticals
SNOAW,"Sonoma Pharmaceuticals, Inc.",0,Health Care,Major Pharmaceuticals
SONS,"Sonus Networks, Inc.",287536417,Technology,EDP Services
SPHS,"Sophiris Bio, Inc.",78279874,n/a,n/a
SORL,"SORL Auto Parts, Inc.",61968796,Capital Goods,Auto Parts:O.E.M.
SRNE,"Sorrento Therapeutics, Inc.",254412930,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Sotherly Hotels Inc.,104199067,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,0,Consumer Services,Real Estate Investment Trusts
SOHOM,Sotherly Hotels LP,0,Consumer Services,Hotels/Resorts
SFBC,"Sound Financial Bancorp, Inc.",74234774,Finance,Savings Institutions
SSB,South State Corporation,2680458308,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",218160000,Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",256504912,Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",209217750,Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",1005107915,Finance,Major Banks
OKSB,"Southwest Bancorp, Inc.",513554993,Finance,Major Banks
SP,SP Plus Corporation,755652607,Consumer Services,Rental/Leasing Companies
SPAN,"Span-America Medical Systems, Inc.",58879991,Health Care,Industrial Specialties
SGRP,"SPAR Group, Inc.",22494980,Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",464852168,Public Utilities,Power Generation
ONCE,"Spark Therapeutics, Inc.",1966971093,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPAR,"Spartan Motors, Inc.",230366100,Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,1260118717,Consumer Non-Durables,Food Distributors
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,11877755,n/a,n/a
SPPI,"Spectrum Pharmaceuticals, Inc.",516376357,Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp.,20361741,Technology,EDP Services
SPEX,Spherix Incorporated,5453467,Miscellaneous,Multi-Sector Companies
SPI,"SPI Energy Co., Ltd.",70639386,Technology,Semiconductors
SAVE,"Spirit Airlines, Inc.",3648482315,Transportation,Air Freight/Delivery Services
SPLK,Splunk Inc.,8501860581,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",372771452,Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",196017259,Consumer Services,Other Specialty Stores
SBPH,"Spring Bank Pharmaceuticals, Inc.",104520242,Health Care,Major Pharmaceuticals
FUND,"Sprott Focus Trust, Inc.",179532140,n/a,n/a
SFM,"Sprouts Farmers Market, Inc.",2471505692,Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",919508388,Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",7142249489,Technology,Computer Software: Prepackaged Software
STAA,STAAR Surgical Company,422334567,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",7157347,Technology,Professional Services
STMP,Stamps.com Inc.,2147749906,Miscellaneous,Business Services
STLY,"Stanley Furniture Company, Inc.",11491501,Consumer Durables,Home Furnishings
SPLS,"Staples, Inc.",5848411210,Consumer Services,Other Specialty Stores
SBLK,Star Bulk Carriers Corp.,668101892,Transportation,Marine Transportation
SBLKL,Star Bulk Carriers Corp.,0,Transportation,Marine Transportation
SBUX,Starbucks Corporation,83217540000,Consumer Services,Restaurants
STFC,State Auto Financial Corporation,1135394314,Finance,Property-Casualty Insurers
STBZ,State Bank Financial Corporation.,1054526686,Finance,Major Banks
SNC,"State National Companies, Inc.",589038382,Finance,Property-Casualty Insurers
STDY,SteadyMed Ltd.,69482400,Health Care,Major Pharmaceuticals
GASS,"StealthGas, Inc.",187006706,Transportation,Marine Transportation
STLD,"Steel Dynamics, Inc.",8763367213,Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",166954153,Consumer Services,Clothing/Shoe/Accessory Stores
STLR,Stellar Acquisition III Inc.,90101770,Finance,Business Services
STLRU,Stellar Acquisition III Inc.,0,Finance,Business Services
STLRW,Stellar Acquisition III Inc.,0,Finance,Business Services
SBOT,"Stellar Biotechnologies, Inc.",19664341,Health Care,Major Pharmaceuticals
STML,"Stemline Therapeutics, Inc.",208196842,Health Care,Major Pharmaceuticals
SRCL,"Stericycle, Inc.",6868789421,Basic Industries,Environmental Services
SRCLP,"Stericycle, Inc.",0,Basic Industries,Environmental Services
STRL,Sterling Construction Company Inc,230527328,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",2218660852,Consumer Non-Durables,Shoe Manufacturing
SSFN,Stewardship Financial Corp,52953436,Finance,Major Banks
SYBT,"Stock Yards Bancorp, Inc.",1005325650,Finance,Major Banks
BANX,StoneCastle Financial Corp,130431538,n/a,n/a
SGBK,Stonegate Bank,674439413,n/a,n/a
SSKN,"Strata Skin Sciences, Inc.",6574232,Health Care,Medical/Dental Instruments
SSYS,"Stratasys, Ltd.",1017810000,Technology,Computer peripheral equipment
STRT,Strattec Security Corporation,115016472,Capital Goods,Auto Parts:O.E.M.
STRS,"Stratus Properties, Inc.",236870595,Consumer Services,Homebuilding
STRA,"Strayer Education, Inc.",877716850,Consumer Services,Other Consumer Services
STRM,"Streamline Health Solutions, Inc.",22243241,Technology,EDP Services
SBBP,Strongbridge Biopharma plc,134273099,Health Care,Major Pharmaceuticals
STB,Student Transportation Inc,513394174,Transportation,Other Transportation
SCMP,"Sucampo Pharmaceuticals, Inc.",543169114,Health Care,Major Pharmaceuticals
SUMR,"Summer Infant, Inc.",33682043,Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",255754625,Finance,Major Banks
SSBI,Summit State Bank,78980432,n/a,n/a
SMMT,Summit Therapeutics plc,59949444,Health Care,Major Pharmaceuticals
SNBC,"Sun Bancorp, Inc.",486314058,Finance,Commercial Banks
SNHY,Sun Hydraulics Corporation,954881944,Capital Goods,Metal Fabrications
SNDE,Sundance Energy Australia Limited,2692037,Energy,Oil & Gas Production
SNSS,"Sunesis Pharmaceuticals, Inc.",86020120,Health Care,Major Pharmaceuticals
STKL,"SunOpta, Inc.",591736707,Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,1127238736,Technology,Semiconductors
RUN,Sunrun Inc.,561647395,Capital Goods,Industrial Specialties
SBCP,"Sunshine Bancorp, Inc.",154051367,Finance,Savings Institutions
SSH,Sunshine Heart Inc,106104,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SUNW,"Sunworks, Inc.",39622450,Public Utilities,Telecommunications Equipment
SMCI,"Super Micro Computer, Inc.",1219471374,Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",41456594,Technology,Semiconductors
SCON,Superconductor Technologies Inc.,4320915,Technology,Radio And Television Broadcasting And Communications Equipment
SGC,"Superior Uniform Group, Inc.",261389551,Consumer Non-Durables,Apparel
SUPN,"Supernus Pharmaceuticals, Inc.",1440985708,Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",39424590,Technology,EDP Services
SGRY,"Surgery Partners, Inc.",1015943811,Health Care,Hospital/Nursing Management
SCAI,"Surgical Care Affiliates, Inc.",2305576315,Health Care,Medical Specialities
SRDX,"Surmodics, Inc.",329009845,Health Care,Medical/Dental Instruments
SBBX,Sussex Bancorp,117120484,Finance,Major Banks
SIVB,SVB Financial Group,10145091776,Finance,Major Banks
SIVBO,SVB Financial Group,0,Finance,Major Banks
SYKE,"Sykes Enterprises, Incorporated",1194612326,Technology,EDP Services
SYMC,Symantec Corporation,18082342717,Technology,Computer Software: Prepackaged Software
SYNC,"Synacor, Inc.",93193714,Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,89678372,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,1799016414,Technology,EDP Services
SNCR,"Synchronoss Technologies, Inc.",1187223324,Technology,EDP Services
SNDX,"Syndax Pharmaceuticals, Inc.",222140926,Health Care,Major Pharmaceuticals
SGYP,"Synergy Pharmaceuticals, Inc.",1025735560,Health Care,Major Pharmaceuticals
ELOS,Syneron Medical Ltd.,360993724,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNPS,"Synopsys, Inc.",10671474039,Technology,Computer Software: Prepackaged Software
SYNT,"Syntel, Inc.",1481017342,Technology,EDP Services
SYMX,"Synthesis Energy Systems, Inc.",73456044,Basic Industries,Major Chemicals
SYUT,"Synutra International, Inc.",325969800,Consumer Non-Durables,Packaged Foods
SYPR,"Sypris Solutions, Inc.",18903425,Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",257185159,Health Care,Major Pharmaceuticals
TROW,"T. Rowe Price Group, Inc.",17357945043,Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",182587806,Health Care,Medical/Dental Instruments
TRHC,"Tabula Rasa HealthCare, Inc.",225095000,Miscellaneous,Business Services
TCMD,"Tactile Systems Technology, Inc.",320181076,Health Care,Medical/Dental Instruments
TAIT,Taitron Components Incorporated,6492661,Consumer Non-Durables,Electronic Components
TTWO,"Take-Two Interactive Software, Inc.",5878473820,Technology,Computer Software: Prepackaged Software
TLND,Talend S.A.,241514573,Technology,Computer Software: Prepackaged Software
TNDM,"Tandem Diabetes Care, Inc.",75073576,Health Care,Medical/Dental Instruments
TLF,"Tandy Leather Factory, Inc.",72741994,Consumer Non-Durables,Apparel
TNGO,"Tangoe, Inc.",241710927,Technology,Computer Software: Prepackaged Software
TANH,Tantech Holdings Ltd.,39807737,Basic Industries,Major Chemicals
TPIV,TapImmune Inc.,37203208,Health Care,Major Pharmaceuticals
TEDU,"Tarena International, Inc.",493347394,Consumer Services,Other Consumer Services
TASR,"TASER International, Inc.",1192549135,Capital Goods,Ordnance And Accessories
TATT,TAT Technologies Ltd.,71510396,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",49072909,Capital Goods,Industrial Machinery/Components
TCPC,TCP Capital Corp.,911259842,n/a,n/a
AMTD,TD Ameritrade Holding Corporation,20943444317,Finance,Investment Bankers/Brokers/Service
TEAR,TearLab Corporation,22512836,Health Care,Medical/Dental Instruments
TECD,Tech Data Corporation,3516365636,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,4691686,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",245535163,Miscellaneous,Business Services
TGLS,Tecnoglass Inc.,344091341,Consumer Durables,Electronic Components
TGEN,Tecogen Inc.,71127497,Capital Goods,Industrial Machinery/Components
TNAV,"Telenav, Inc.",361589302,Capital Goods,Industrial Machinery/Components
TTEC,"TeleTech Holdings, Inc.",1454823593,Technology,Professional Services
TLGT,"Teligent, Inc.",363906983,Health Care,Major Pharmaceuticals
TELL,Tellurian Inc.,3397485434,Energy,Oil & Gas Production
TENX,"Tenax Therapeutics, Inc.",20100129,Health Care,Biotechnology: Commercial Physical & Biological Resarch
GLBL,"TerraForm Global, Inc.",750657798,Public Utilities,Electric Utilities: Central
TERP,"TerraForm Power, Inc.",1625675183,Public Utilities,Electric Utilities: Central
TVIA,"TerraVia Holdings, Inc.",79928885,Basic Industries,Major Chemicals
TBNK,Territorial Bancorp Inc.,310971373,Finance,Savings Institutions
TSRO,"TESARO, Inc.",9697765444,Health Care,Major Pharmaceuticals
TESO,Tesco Corporation,403714261,Energy,Metal Fabrications
TSLA,"Tesla, Inc. ",40525084007,Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,113283730,Consumer Non-Durables,Electronic Components
TTEK,"Tetra Tech, Inc.",2335669910,Consumer Services,Military/Government/Technical
TTPH,"Tetraphase Pharmaceuticals, Inc.",234211893,Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",4466558507,Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",0,Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",153779400,Finance,Major Banks
TCBIW,"Texas Capital Bancshares, Inc.",0,Finance,Major Banks
TXN,Texas Instruments Incorporated,77831949611,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",3025074711,Consumer Services,Restaurants
TFSL,TFS Financial Corporation,4835969198,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",292811433,Health Care,Major Pharmaceuticals
ABCO,The Advisory Board Company,1818672328,Consumer Services,Other Consumer Services
ANDE,"The Andersons, Inc.",1098390000,Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",283787517,Finance,Major Banks
BONT,"The Bon-Ton Stores, Inc.",23101148,Consumer Services,Department/Specialty Retail Stores
CG,The Carlyle Group L.P.,5223623612,Finance,Investment Managers
CAKE,The Cheesecake Factory Incorporated,2899401157,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",382000327,Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,154863869,Finance,Major Banks
DSGX,The Descartes Systems Group Inc.,1637683574,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",57223345,Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",962997482,Health Care,Hospital/Nursing Management
XONE,The ExOne Company,159179506,Capital Goods,Industrial Machinery/Components
FINL,"The Finish Line, Inc.",674109045,Consumer Services,Clothing/Shoe/Accessory Stores
FBMS,"The First Bancshares, Inc.",261072963,Finance,Major Banks
FLIC,The First of Long Island Corporation,651725443,Finance,Major Banks
GT,The Goodyear Tire & Rubber Company,8961329144,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",396500900,Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",556223310,Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",3657927822,Consumer Non-Durables,Packaged Foods
FITS,The Health and Fitness ETF,2578026,n/a,n/a
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",42322247,n/a,n/a
INTG,The Intergroup Corporation,64622540,Consumer Services,Building operators
JYNT,The Joint Corp.,55969756,Miscellaneous,Multi-Sector Companies
KEYW,The KEYW Holding Corporation,411279042,Technology,EDP Services
KHC,The Kraft Heinz Company,111367949216,Consumer Non-Durables,Packaged Foods
OLD,The Long-Term Care ETF,2481985,n/a,n/a
MDCO,The Medicines Company,3660757326,Health Care,Major Pharmaceuticals
MIK,"The Michaels Companies, Inc.",4120348619,Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,8067075193,Technology,Industrial Machinery/Components
NAVG,"The Navigators Group, Inc.",1623963968,Finance,Property-Casualty Insurers
SLIM,The Obesity ETF,2413024,n/a,n/a
STKS,"The ONE Group Hospitality, Inc.",43337586,Consumer Services,Restaurants
ORG,The Organics ETF,0,n/a,n/a
PCLN,The Priceline Group Inc. ,85315590537,Miscellaneous,Business Services
PRSC,The Providence Service Corporation,594505554,Consumer Services,Transportation Services
RMR,The RMR Group Inc.,1566554573,Consumer Services,Professional Services
SPNC,The Spectranetics Corporation,1249908866,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TTD,"The Trade Desk, Inc.",1747394238,Technology,"Computer Software: Programming, Data Processing"
ULTI,"The Ultimate Software Group, Inc.",5752346308,Technology,Computer Software: Prepackaged Software
YORW,The York Water Company,462929514,Public Utilities,Water Supply
NCTY,The9 Limited,19922004,Miscellaneous,Business Services
TBPH,"Theravance Biopharma, Inc.",1668392747,Health Care,Major Pharmaceuticals
TST,"TheStreet, Inc.",26441868,Consumer Services,Newspapers/Magazines
TCRD,"THL Credit, Inc.",343966429,n/a,n/a
THLD,"Threshold Pharmaceuticals, Inc.",45412163,Health Care,Major Pharmaceuticals
TICC,TICC Capital Corp.,369622157,n/a,n/a
TIG,TiGenix,27207219,Health Care,Major Pharmaceuticals
TTS,"Tile Shop Hldgs, Inc.",926385517,Consumer Services,Home Furnishings
TIL,Till Capital Ltd.,13367633,Finance,Property-Casualty Insurers
TSBK,"Timberland Bancorp, Inc.",154400245,Finance,Banks
TIPT,Tiptree Inc.,288318722,Finance,Specialty Insurers
TITN,Titan Machinery Inc.,314416243,Consumer Services,Other Specialty Stores
TTNP,"Titan Pharmaceuticals, Inc.",80555740,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTY,"Tivity Health, Inc.",1109607030,Health Care,Hospital/Nursing Management
TIVO,TiVo Corporation,2182245000,Miscellaneous,Multi-Sector Companies
TMUS,"T-Mobile US, Inc.",52533981183,Public Utilities,Telecommunications Equipment
TMUSP,"T-Mobile US, Inc.",0,Public Utilities,Telecommunications Equipment
TKAI,"Tokai Pharmaceuticals, Inc.",17787281,Health Care,Major Pharmaceuticals
TNXP,Tonix Pharmaceuticals Holding Corp.,19992000,Health Care,Major Pharmaceuticals
TISA,"Top Image Systems, Ltd.",23832438,Technology,Computer peripheral equipment
TOPS,TOP Ships Inc.,11719801,Transportation,Marine Transportation
TORM          ,TOR Minerals International Inc,25857265,Basic Industries,Major Chemicals
TRCH,"Torchlight Energy Resources, Inc.",84190550,Energy,Oil & Gas Production
TSEM,Tower Semiconductor Ltd.,1994846700,Technology,Semiconductors
CLUB,"Town Sports International Holdings, Inc.",104323474,Consumer Services,Hotels/Resorts
TOWN,Towne Bank,2059116936,n/a,n/a
TPIC,"TPI Composites, Inc.",585671942,Energy,Industrial Machinery/Components
TCON,"TRACON Pharmaceuticals, Inc.",65947356,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,9463246164,Consumer Services,RETAIL: Building Materials
TWMC,Trans World Entertainment Corp.,97511548,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,50832246,Technology,Computer peripheral equipment
TRNS,"Transcat, Inc.",83892477,Capital Goods,Electrical Products
TGA,Transglobe Energy Corp,116972698,Energy,Oil & Gas Production
TA,TravelCenters of America LLC,235147189,Consumer Durables,Automotive Aftermarket
TANNI,TravelCenters of America LLC,0,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America LLC,0,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America LLC,0,Consumer Durables,Automotive Aftermarket
TZOO,Travelzoo Inc.,127193248,Technology,EDP Services
TRVN,"Trevena, Inc.",232686000,Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,835589485,Finance,Major Banks
TRIL,Trillium Therapeutics Inc.,46678845,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,990066286,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,8022621183,Capital Goods,Industrial Machinery/Components
TRIB,Trinity Biotech plc,145644248,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIP,"TripAdvisor, Inc.",6017233308,Technology,"Computer Software: Programming, Data Processing"
TSC,"TriState Capital Holdings, Inc.",671580470,Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",483728115,Finance,Major Banks
TRVG,trivago N.V.,370528676,n/a,n/a
TRNC,"tronc, Inc.",498338214,Consumer Services,Newspapers/Magazines
TROV,"TrovaGene, Inc.",61230812,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVU,"TrovaGene, Inc.",0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVW,"TrovaGene, Inc.",0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,"TrueCar, Inc.",1268242635,Technology,"Computer Software: Programming, Data Processing"
THST,"Truett-Hurst, Inc.",10531329,Consumer Non-Durables,Beverages (Production/Distribution)
TRUP,"Trupanion, Inc.",444713304,Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,796745590,Finance,Major Banks
TRMK,Trustmark Corporation,2224908702,Finance,Major Banks
TSRI,"TSR, Inc.",10398929,Technology,EDP Services
TTMI,"TTM Technologies, Inc.",1603477001,Technology,Electrical Products
TCX,Tucows Inc.,502155552,Technology,EDP Services
TUES,Tuesday Morning Corp.,159970650,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,256628434,Consumer Services,Transportation Services
HEAR,Turtle Beach Corporation,54176470,Consumer Durables,Telecommunications Equipment
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,20511091,n/a,n/a
TUTT,Tuttle Tactical Management U.S. Core ETF,59886089,n/a,n/a
FOX,"Twenty-First Century Fox, Inc.",55432500373,Consumer Services,Television Services
FOXA,"Twenty-First Century Fox, Inc.",37189831151,Consumer Services,Television Services
TWIN,"Twin Disc, Incorporated",216905274,Technology,Industrial Machinery/Components
TRCB,Two River Bancorp,144868107,Finance,Major Banks
USCR,"U S Concrete, Inc.",1066501797,Capital Goods,Building Materials
PRTS,"U.S. Auto Parts Network, Inc.",117175352,Consumer Services,Other Specialty Stores
USEG,U.S. Energy Corp.,4844419,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",26604785,Finance,Investment Managers
UBNT,"Ubiquiti Networks, Inc.",3942185780,Technology,Radio And Television Broadcasting And Communications Equipment
UFPT,"UFP Technologies, Inc.",177809981,Capital Goods,Containers/Packaging
ULTA,"Ulta Beauty, Inc.",17310049982,Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",439182295,Technology,Semiconductors
RARE,Ultragenyx Pharmaceutical Inc.,3682384452,Health Care,Major Pharmaceuticals
ULBI,Ultralife Corporation,89877399,Miscellaneous,Industrial Machinery/Components
UTEK,"Ultratech, Inc.",787703281,Technology,Industrial Machinery/Components
UMBF,UMB Financial Corporation,3913590871,Finance,Major Banks
UMPQ,Umpqua Holdings Corporation,4125226610,Finance,Savings Institutions
UNAM,Unico American Corporation,55382586,Finance,Property-Casualty Insurers
UNIS,Unilife Corporation,32846130,Health Care,Medical/Dental Instruments
UBSH,Union Bankshares Corporation,1609086091,Finance,Major Banks
UNB,"Union Bankshares, Inc.",188643407,Finance,Major Banks
UNXL,"Uni-Pixel, Inc.",53478478,Capital Goods,Industrial Machinery/Components
QURE,uniQure N.V.,160622248,Health Care,Major Pharmaceuticals
UBCP,"United Bancorp, Inc.",68662105,Finance,Major Banks
UBOH,"United Bancshares, Inc.",74149936,Finance,Major Banks
UBSI,"United Bankshares, Inc.",3664187630,Finance,Major Banks
UCBA,United Community Bancorp,74180673,Finance,Savings Institutions
UCBI,"United Community Banks, Inc.",2069201823,Finance,Major Banks
UCFC,United Community Financial Corp.,405723733,Finance,Banks
UBNK,"United Financial Bancorp, Inc. ",902145963,Finance,Banks
UFCS,"United Fire Group, Inc",1096010682,Finance,Property-Casualty Insurers
UIHC,United Insurance Holdings Corp.,371888829,Finance,Property-Casualty Insurers
UNFI,"United Natural Foods, Inc.",2199919731,Consumer Non-Durables,Food Distributors
UBFO,United Security Bancshares,130301293,Finance,Major Banks
USLM,"United States Lime & Minerals, Inc.",440436111,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR,United Therapeutics Corporation,6720412744,Health Care,Major Pharmaceuticals
UG,"United-Guardian, Inc.",68914785,Consumer Non-Durables,Package Goods/Cosmetics
UNIT,Uniti Group Inc.,4538043966,Consumer Services,Real Estate Investment Trusts
UNTY,"Unity Bancorp, Inc.",180204400,Finance,Major Banks
OLED,Universal Display Corporation,3944053103,Capital Goods,Electrical Products
UEIC,Universal Electronics Inc.,975762089,Consumer Non-Durables,Consumer Electronics/Appliances
UFPI,"Universal Forest Products, Inc.",1971897774,Basic Industries,Forest Products
